term	name	namespace	depth	k	n	p	q	-1.0log(q)	accepted
GO:2000766	negative regulation of cytoplasmic translation	biological_process	8	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0002177	manchette	cellular_component	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0048313	Golgi inheritance	biological_process	5	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0021702	cerebellar Purkinje cell differentiation	biological_process	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0070922	small RNA loading onto RISC	biological_process	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:2000480	negative regulation of cAMP-dependent protein kinase activity	biological_process	9	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0046520	sphingoid biosynthetic process	biological_process	5	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0008469	histone-arginine N-methyltransferase activity	molecular_function	5	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0046951	ketone body biosynthetic process	biological_process	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:1900112	regulation of histone H3-K9 trimethylation	biological_process	10	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0051573	negative regulation of histone H3-K9 methylation	biological_process	10	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0008091	spectrin	cellular_component	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:1990403	embryonic brain development	biological_process	5	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0043497	regulation of protein heterodimerization activity	biological_process	5	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	biological_process	7	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:1902473	regulation of protein localization to synapse	biological_process	5	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0030121	AP-1 adaptor complex	cellular_component	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0035631	CD40 receptor complex	cellular_component	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0042306	regulation of protein import into nucleus	biological_process	7	17	48	0.014433320928023925	0.04711174573876794	1.3268708025614566	True
GO:0034214	protein hexamerization	biological_process	6	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0000340	RNA 7-methylguanosine cap binding	molecular_function	6	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0033327	Leydig cell differentiation	biological_process	3	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0031588	nucleotide-activated protein kinase complex	cellular_component	3	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0070734	histone H3-K27 methylation	biological_process	7	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0015485	cholesterol binding	molecular_function	4	17	48	0.014433320928023925	0.04711174573876794	1.3268708025614566	True
GO:0016593	Cdc73/Paf1 complex	cellular_component	3	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0014894	response to denervation involved in regulation of muscle adaptation	biological_process	4	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0002162	dystroglycan binding	molecular_function	3	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0035871	protein K11-linked deubiquitination	biological_process	7	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0000491	small nucleolar ribonucleoprotein complex assembly	biological_process	5	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0008568	microtubule-severing ATPase activity	molecular_function	3	6	11	0.014535289272067054	0.04711174573876794	1.3268708025614566	True
GO:0000002	mitochondrial genome maintenance	biological_process	5	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:1904424	regulation of GTP binding	biological_process	4	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0034397	telomere localization	biological_process	5	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:1903798	regulation of production of miRNAs involved in gene silencing by miRNA	biological_process	7	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0043923	positive regulation by host of viral transcription	biological_process	7	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0030224	monocyte differentiation	biological_process	6	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0034982	mitochondrial protein processing	biological_process	5	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0051444	negative regulation of ubiquitin-protein transferase activity	biological_process	6	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:1900452	regulation of long-term synaptic depression	biological_process	4	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0046475	glycerophospholipid catabolic process	biological_process	6	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0014733	regulation of skeletal muscle adaptation	biological_process	5	8	17	0.014318171388025679	0.04695476625453246	1.3283203170723912	True
GO:0042130	negative regulation of T cell proliferation	biological_process	8	20	59	0.014154513627626751	0.04665362808587098	1.3311145770749213	True
GO:0015991	ATP hydrolysis coupled proton transport	biological_process	7	20	59	0.014154513627626751	0.04665362808587098	1.3311145770749213	True
GO:1902555	endoribonuclease complex	cellular_component	4	14	37	0.013696696534088795	0.045182866585787844	1.3450262191240088	True
GO:0048536	spleen development	biological_process	4	14	37	0.013696696534088795	0.045182866585787844	1.3450262191240088	True
GO:0022011	myelination in peripheral nervous system	biological_process	5	14	37	0.013696696534088795	0.045182866585787844	1.3450262191240088	True
GO:2000648	positive regulation of stem cell proliferation	biological_process	6	14	37	0.013696696534088795	0.045182866585787844	1.3450262191240088	True
GO:0060079	excitatory postsynaptic potential	biological_process	5	36	121	0.013648233144838106	0.04508660460477601	1.3459524694380096	True
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	4	110	433	0.013580937212647547	0.0448896626952396	1.3478536579119254	True
GO:0010906	regulation of glucose metabolic process	biological_process	5	33	109	0.013559885361378208	0.044832754456977555	1.3484045779149916	True
GO:0006144	purine nucleobase metabolic process	biological_process	5	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0014002	astrocyte development	biological_process	5	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0008535	respiratory chain complex IV assembly	biological_process	7	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	biological_process	7	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0007176	regulation of epidermal growth factor-activated receptor activity	biological_process	4	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0071480	cellular response to gamma radiation	biological_process	6	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0043601	nuclear replisome	cellular_component	4	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0055075	potassium ion homeostasis	biological_process	8	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0048643	positive regulation of skeletal muscle tissue development	biological_process	7	12	30	0.013520562334317138	0.044715387341018854	1.3495430028779518	True
GO:0003743	translation initiation factor activity	molecular_function	4	41	141	0.013422788810592681	0.04451796425096143	1.3514647036093057	True
GO:0038191	neuropilin binding	molecular_function	4	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0034389	lipid droplet organization	biological_process	4	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0032793	positive regulation of CREB transcription factor activity	biological_process	5	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0043951	negative regulation of cAMP-mediated signaling	biological_process	7	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0070071	proton-transporting two-sector ATPase complex assembly	biological_process	6	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0070129	regulation of mitochondrial translation	biological_process	7	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	cellular_component	3	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0033194	response to hydroperoxide	biological_process	4	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0046337	phosphatidylethanolamine metabolic process	biological_process	6	9	20	0.013385005471845977	0.044417853809637045	1.3524424296045092	True
GO:0014065	phosphatidylinositol 3-kinase signaling	biological_process	6	16	44	0.013264051632732338	0.04419208539135758	1.3546555039233408	True
GO:0045639	positive regulation of myeloid cell differentiation	biological_process	6	30	97	0.013235265491299568	0.044108748249368085	1.3554752667762475	True
GO:0045669	positive regulation of osteoblast differentiation	biological_process	6	22	66	0.012837452410943043	0.04280737482496723	1.3684814045877534	True
GO:0051785	positive regulation of nuclear division	biological_process	7	22	66	0.012837452410943043	0.04280737482496723	1.3684814045877534	True
GO:0045600	positive regulation of fat cell differentiation	biological_process	6	22	66	0.012837452410943043	0.04280737482496723	1.3684814045877534	True
GO:0045685	regulation of glial cell differentiation	biological_process	8	22	66	0.012837452410943043	0.04280737482496723	1.3684814045877534	True
GO:0051880	G-quadruplex DNA binding	molecular_function	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0019870	potassium channel inhibitor activity	molecular_function	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0005641	nuclear envelope lumen	cellular_component	4	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0014731	spectrin-associated cytoskeleton	cellular_component	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0010917	negative regulation of mitochondrial membrane potential	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0032262	pyrimidine nucleotide salvage	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	biological_process	8	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0070973	protein localization to endoplasmic reticulum exit site	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1902474	positive regulation of protein localization to synapse	biological_process	4	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0072669	tRNA-splicing ligase complex	cellular_component	2	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0001164	RNA polymerase I CORE element sequence-specific DNA binding	molecular_function	8	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0031666	positive regulation of lipopolysaccharide-mediated signaling pathway	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0070816	phosphorylation of RNA polymerase II C-terminal domain	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0098976	excitatory chemical synaptic transmission	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0016427	tRNA (cytosine) methyltransferase activity	molecular_function	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0035331	negative regulation of hippo signaling	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0086036	regulation of cardiac muscle cell membrane potential	biological_process	4	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0071679	commissural neuron axon guidance	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1903332	regulation of protein folding	biological_process	4	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0006273	lagging strand elongation	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1902959	regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:2000322	regulation of glucocorticoid receptor signaling pathway	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0099633	protein localization to postsynaptic specialization membrane	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0034475	U4 snRNA 3'-end processing	biological_process	9	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:2000074	regulation of type B pancreatic cell development	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1903147	negative regulation of autophagy of mitochondrion	biological_process	8	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1903799	negative regulation of production of miRNAs involved in gene silencing by miRNA	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0048846	axon extension involved in axon guidance	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:2000587	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0004111	creatine kinase activity	molecular_function	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0003988	acetyl-CoA C-acyltransferase activity	molecular_function	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0048227	plasma membrane to endosome transport	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0036449	microtubule minus-end	cellular_component	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0004972	NMDA glutamate receptor activity	molecular_function	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1905456	regulation of lymphoid progenitor cell differentiation	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0016198	axon choice point recognition	biological_process	4	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0030050	vesicle transport along actin filament	biological_process	4	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0051045	negative regulation of membrane protein ectodomain proteolysis	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0034235	GPI anchor binding	molecular_function	4	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0006290	pyrimidine dimer repair	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0098970	postsynaptic neurotransmitter receptor diffusion trapping	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1901725	regulation of histone deacetylase activity	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0098909	regulation of cardiac muscle cell action potential involved in regulation of contraction	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0019405	alditol catabolic process	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1902416	positive regulation of mRNA binding	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0035627	ceramide transport	biological_process	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1902949	positive regulation of tau-protein kinase activity	biological_process	8	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:1902669	positive regulation of axon guidance	biological_process	6	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0000243	commitment complex	cellular_component	5	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0032927	positive regulation of activin receptor signaling pathway	biological_process	7	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0036353	histone H2A-K119 monoubiquitination	biological_process	9	5	8	0.012655719448708106	0.04226164412306383	1.374053611408532	True
GO:0050764	regulation of phagocytosis	biological_process	5	26	81	0.012306122809057001	0.04184726054702891	1.3783329670195774	True
GO:0030506	ankyrin binding	molecular_function	4	10	23	0.012273589624628635	0.04174877401848512	1.3793562733498268	True
GO:2000679	positive regulation of transcription regulatory region DNA binding	biological_process	6	10	23	0.012273589624628635	0.04174877401848512	1.3793562733498268	True
GO:0034312	diol biosynthetic process	biological_process	6	10	23	0.012273589624628635	0.04174877401848512	1.3793562733498268	True
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	biological_process	5	10	23	0.012273589624628635	0.04174877401848512	1.3793562733498268	True
GO:2000114	regulation of establishment of cell polarity	biological_process	5	10	23	0.012273589624628635	0.04174877401848512	1.3793562733498268	True
GO:0051209	release of sequestered calcium ion into cytosol	biological_process	5	21	62	0.012250277754600997	0.04174877401848512	1.3793562733498268	True
GO:1903649	regulation of cytoplasmic transport	biological_process	6	10	23	0.012273589624628635	0.04174877401848512	1.3793562733498268	True
GO:0098773	skin epidermis development	biological_process	5	25	77	0.011963251182966015	0.040859587957947904	1.3887060172555001	True
GO:0045823	positive regulation of heart contraction	biological_process	6	15	40	0.011951852931708187	0.04083258697387505	1.3889931042090695	True
GO:0008206	bile acid metabolic process	biological_process	4	15	40	0.011951852931708187	0.04083258697387505	1.3889931042090695	True
GO:0099604	ligand-gated calcium channel activity	molecular_function	6	15	40	0.011951852931708187	0.04083258697387505	1.3889931042090695	True
GO:0030501	positive regulation of bone mineralization	biological_process	6	15	40	0.011951852931708187	0.04083258697387505	1.3889931042090695	True
GO:0071949	FAD binding	molecular_function	5	13	33	0.011927475605770926	0.040820877431811446	1.3891176644974959	True
GO:0043403	skeletal muscle tissue regeneration	biological_process	4	13	33	0.011927475605770926	0.040820877431811446	1.3891176644974959	True
GO:0071470	cellular response to osmotic stress	biological_process	4	13	33	0.011927475605770926	0.040820877431811446	1.3891176644974959	True
GO:0090398	cellular senescence	biological_process	4	13	33	0.011927475605770926	0.040820877431811446	1.3891176644974959	True
GO:0009067	aspartate family amino acid biosynthetic process	biological_process	6	13	33	0.011927475605770926	0.040820877431811446	1.3891176644974959	True
GO:0034724	DNA replication-independent nucleosome organization	biological_process	5	20	58	0.011585783125932463	0.0397912428100107	1.4002124962117266	True
GO:0015807	L-amino acid transport	biological_process	6	24	73	0.011568826074543605	0.039756362621249056	1.4005933568145226	True
GO:0006312	mitotic recombination	biological_process	6	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0033137	negative regulation of peptidyl-serine phosphorylation	biological_process	9	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0046112	nucleobase biosynthetic process	biological_process	5	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0006448	regulation of translational elongation	biological_process	7	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:2000104	negative regulation of DNA-dependent DNA replication	biological_process	9	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0030955	potassium ion binding	molecular_function	6	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0003351	epithelial cilium movement	biological_process	5	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:2000209	regulation of anoikis	biological_process	7	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0022400	regulation of rhodopsin mediated signaling pathway	biological_process	5	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0060334	regulation of interferon-gamma-mediated signaling pathway	biological_process	6	11	26	0.011113935577060695	0.03824934378316649	1.417376011328518	True
GO:0035329	hippo signaling	biological_process	4	14	36	0.01049592217588604	0.036293352901000796	1.4401729083731798	True
GO:0002761	regulation of myeloid leukocyte differentiation	biological_process	6	37	123	0.010450472684935196	0.03617899797440846	1.4415434656744206	True
GO:0006654	phosphatidic acid biosynthetic process	biological_process	6	16	43	0.010424857159064929	0.03610100860385903	1.4424806644386245	True
GO:1904837	beta-catenin-TCF complex assembly	biological_process	5	16	43	0.010424857159064929	0.03610100860385903	1.4424806644386245	True
GO:0048255	mRNA stabilization	biological_process	5	16	43	0.010424857159064929	0.03610100860385903	1.4424806644386245	True
GO:0006024	glycosaminoglycan biosynthetic process	biological_process	6	33	107	0.010169226285593524	0.03525753988875264	1.4527479940790458	True
GO:0006942	regulation of striated muscle contraction	biological_process	7	32	103	0.010045095146732182	0.03484783601200177	1.457824185635588	True
GO:0001754	eye photoreceptor cell differentiation	biological_process	6	18	50	0.010008415370242201	0.034751524827294794	1.4590261346839035	True
GO:0035510	DNA dealkylation	biological_process	6	12	29	0.009977951513714672	0.03465604015057583	1.4602210619048595	True
GO:0030552	cAMP binding	molecular_function	4	12	29	0.009977951513714672	0.03465604015057583	1.4602210619048595	True
GO:0035282	segmentation	biological_process	4	30	95	0.009719492621776259	0.03378845918560399	1.471231612381576	True
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	4	20	57	0.009402305581926717	0.03272472597746509	1.485123981353924	True
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	biological_process	9	55	195	0.009357366615777754	0.03257801462330486	1.4870753860930717	True
GO:2000010	positive regulation of protein localization to cell surface	biological_process	5	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0000478	endonucleolytic cleavage involved in rRNA processing	biological_process	7	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0000722	telomere maintenance via recombination	biological_process	6	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0031386	protein tag	molecular_function	1	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0032988	ribonucleoprotein complex disassembly	biological_process	5	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0006020	inositol metabolic process	biological_process	4	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0106003	amyloid-beta complex	cellular_component	2	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0000712	resolution of meiotic recombination intermediates	biological_process	4	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0016442	RISC complex	cellular_component	4	8	16	0.009255430996373083	0.03223272081578722	1.491703033444867	True
GO:0032418	lysosome localization	biological_process	4	15	39	0.009219541592580186	0.032194044432155004	1.492224460896472	True
GO:0055013	cardiac muscle cell development	biological_process	5	23	68	0.009196193948474249	0.032131710535449026	1.4930661541144417	True
GO:0016532	superoxide dismutase copper chaperone activity	molecular_function	4	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:1902897	regulation of postsynaptic density protein 95 clustering	biological_process	7	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:0016476	regulation of embryonic cell shape	biological_process	4	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:0016504	peptidase activator activity	molecular_function	4	17	46	0.009090662420177567	0.03196424524716567	1.4953355458480118	True
GO:1902856	negative regulation of non-motile cilium assembly	biological_process	7	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:0036132	13-prostaglandin reductase activity	molecular_function	5	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:2001271	negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	biological_process	9	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:1903774	positive regulation of viral budding via host ESCRT complex	biological_process	7	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:0004705	JUN kinase activity	molecular_function	7	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
GO:0048686	regulation of sprouting of injured axon	biological_process	5	3	3	0.009145530780238574	0.03196424524716567	1.4953355458480118	True
